SMILES,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
CC(Oc1cc(C(=O)N(C)C)ccc1Nc1nc(OC2CCC(C)(O)CC2)c2c(Cl)c[nH]c2n1)C(F)(F)F,-7.597275214,-7.933666633,555.985,5.4587,3.742990665,0.354753706,112.6,7,3,7,TRUE,CHEMBL319467,0.503586801,CHEMBL4546504,1,0.21,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC3=O)cc2)ncc1Cl,-9.452909072,-7.892653082,422.876,3.8429,2.308541296,0.555768587,113.24,6,3,6,TRUE,CHEMBL402932,0.652684564,CHEMBL3220502,1,0.337837838,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)c(F)c2)ncc1Cl,-8.356277677,-7.657584023,442.882,3.6918,2.376420558,0.53420597,105.4,7,3,6,FALSE,CHEMBL402932,0.638913344,CHEMBL3220499,1,0.283950617,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,-8.960214591,-7.766591614,424.892,3.5527,2.267454935,0.555193669,105.4,7,3,6,FALSE,CHEMBL402932,0.637328899,CHEMBL3220493,1,0.352112676,1
COc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,-9.192848032,-7.775077688,454.918,3.5613,2.386941508,0.496086348,114.63,8,3,7,FALSE,13918,0.595094124,CHEMBL3220497,1,0.274725275,1
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1,-6.86431978,-8.537298043,578.673,7.1305,2.71555312,0.127086689,100.94,7,3,9,FALSE,51376218,0.498567546,CHEMBL4077018,1,0.178294574,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2F)ncc1Cl,-7.898694126,-8.017898916,442.882,3.6918,2.400937584,0.53420597,105.4,7,3,6,TRUE,CHEMBL2391123,0.576948627,CHEMBL3220496,1,0.151162791,1
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,-7.552206317,-7.753609283,438.919,3.86112,2.371054784,0.5361549,105.4,7,3,6,FALSE,CHEMBL402541,0.628140704,CHEMBL3220498,1,0.264367816,1
COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,-8.821209422,-7.601799762,369.812,3.7247,2.051694354,0.611554127,102.16,6,3,6,TRUE,13896,0.678787879,CHEMBL3220494,1,0.210526316,1
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)cc2)c1,-7.204224223,-8.687015827,608.706,6.5105,2.815382501,0.151873483,116.55,8,3,10,FALSE,346043,0.457924034,CHEMBL3393608,1,0.14953271,1
Cc1ccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)cc1NC(=O)C=CCN(C)C,-6.757126142,-8.206790737,507.598,4.89922,2.52971409,0.276339356,112.14,7,3,9,FALSE,CHEMBL4278287,0.513909686,188576,1,0.18487395,1
Cc1ccc(NC(=O)C=CCN(C)C)cc1C(=O)Nc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,-8.814706323,-8.783692428,507.598,4.89922,2.55412397,0.276339356,112.14,7,3,9,FALSE,50234923,0.524183007,188575,1,0.13,1
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)cc2)c1,-7.537605719,-11.44116047,564.646,7.1201,2.669363932,0.112046792,111.8,6,4,9,FALSE,CHEMBL4293305,0.494649417,CHEMBL4062023,1,0.176470588,1
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)c1,-7.817887424,-8.472323709,493.571,4.5908,2.482171927,0.29242007,112.14,7,3,9,FALSE,CHEMBL2046466,0.552618601,CHEMBL3393607,1,0.175257732,1
N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,-9.082744653,-8.077906227,364.796,3.58778,2.205618679,0.636529011,116.72,6,3,5,TRUE,CHEMBL188938,0.691363312,CHEMBL3220500,1,0.25,1
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1,-7.427918039,-7.951000106,454.918,3.5613,2.400504719,0.496086348,114.63,8,3,7,TRUE,CHEMBL404565,0.608640259,CHEMBL3220495,1,0.233333333,1
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)c1,-7.184481044,-7.486908868,436.475,4.659,2.258809795,0.363723215,108.9,6,3,7,FALSE,CHEMBL4293305,0.603813356,188571,1,0.155963303,1
Cc1cc(NC(=O)c2cccc(NC(=O)C=CCN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1,-8.013760084,-8.298019749,507.598,4.89922,2.572198917,0.276339356,112.14,7,3,9,FALSE,CHEMBL407730,0.490772885,188574,1,0.2,1
Oc1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,-7.920663975,-11.92793043,432.455,4.8285,2.53664914,0.467370099,83.65,7,2,5,FALSE,CHEMBL4802108,0.607477642,CHEMBL3099975,1,0.157894737,1
O=C(NC1CC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-6.798932622,-8.903148454,426.904,5.5153,2.650198378,0.441717266,58.95,5,2,5,TRUE,14648,0.584745763,CHEMBL4861739,1,0.189473684,1
[H]C([H])([H])N1CCC(NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)cs2)C1,-8.864652768,-9.029351068,451.983,4.9179,3.07053139,0.451884029,62.19,6,2,5,TRUE,1216168,0.58364701,CHEMBL4875508,1,0.138888889,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,-8.93646913,-7.632196116,357.776,3.8552,2.066125126,0.644469382,92.93,5,3,5,TRUE,CHEMBL2203556,0.706027596,CHEMBL3217784,1,0.28,1
O=C(NC1CCNCC1)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,-7.847306974,-9.071138689,445.954,5.1087,2.403733428,0.343867898,81.84,4,4,5,TRUE,CHEMBL4228654,0.579760053,CHEMBL194806,1,0.157894737,1
CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,-6.732711225,-5.915316202,513.517,6.9355,2.840122208,0.358464592,67.66,6,2,7,TRUE,CHEMBL4455711,0.491826581,CHEMBL437747,1,0.186813187,1
CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1,-7.664658306,-6.154364435,485.463,6.1074,2.766987854,0.43786648,58.87,6,1,7,TRUE,CHEMBL3099839,0.467929437,50383517,1,0.105263158,1
CN(C)CCNC(=O)c1ccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)cc1,-7.528251912,-8.912476255,433.943,4.9183,2.234712174,0.386569846,73.05,4,3,7,TRUE,CHEMBL261660,0.534580567,CHEMBL399167,1,0.269230769,1
Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(NC2CCC(N)CC2)n1,-7.886658318,-7.360263575,556.674,7.09422,2.955704721,0.164073213,126.66,8,4,7,TRUE,CHEMBL178945,0.506366549,CHEMBL3356001,1,0.117117117,1
NC1CCC(Nc2nccc(-c3cccnc3Oc3ccc(Nc4nc5ccccc5[nH]4)c4ccccc34)n2)CC1,-8.396781343,-9.086415915,542.647,6.7858,2.831635834,0.173746844,126.66,8,4,7,TRUE,CHEMBL427726,0.481946625,CHEMBL3355999,1,0.10619469,1
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1C,-6.192957766,-8.318912007,592.7,7.43892,2.775316369,0.121513239,100.94,7,3,9,FALSE,13934,0.350584182,CHEMBL4086457,1,0.238095238,1
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4C)ccn3)cc2)c1,-8.176668433,-10.53491119,484.585,5.62242,2.684523447,0.190701208,111.8,6,4,8,FALSE,CHEMBL3735176,0.519209957,CHEMBL4082278,1,0.147826087,1
CCC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)cc2)c1,-6.88241069,-12.00072196,566.662,7.3441,2.573338508,0.138913355,111.8,6,4,9,TRUE,CHEMBL2391117,0.467235465,CHEMBL4069805,1,0.135416667,1
N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1,-7.131472249,-7.597213091,455.297,3.12098,2.930133122,0.490652937,116.46,7,2,4,TRUE,CHEMBL569998,0.579034307,CHEMBL1822151,1,0.122222222,1
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c(C)c2)c1,-8.149500263,-8.704416985,592.7,7.43892,2.79796164,0.121513239,100.94,7,3,9,FALSE,CHEMBL4288850,0.47334706,CHEMBL4092555,1,0.185483871,1
CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)ncc32)cs1,-8.082582469,-8.9230878,401.854,4.3777,2.855891396,0.532060013,71.84,6,2,4,TRUE,CHEMBL4633727,0.640795889,CHEMBL4877727,1,0.2,1
CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1,-8.62472224,-8.696615678,401.854,4.3777,2.783084004,0.532060013,71.84,6,2,4,TRUE,CHEMBL4633607,0.626631854,CHEMBL4857979,1,0.191489362,1
N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)c2c1,-6.75774687,-7.603296454,455.297,3.12098,2.949900237,0.490652937,116.46,7,2,4,TRUE,339353,0.49874561,CHEMBL1822152,1,0.126315789,1
CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)c(F)cc32)cs1,-7.343278926,-9.447971062,418.856,5.1218,2.798884662,0.483190251,58.95,5,2,4,TRUE,14660,0.603139832,CHEMBL4874573,1,0.166666667,1
O=C(NC1CCOC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-7.160092682,-9.237693596,456.93,5.1418,3.246042159,0.435949111,68.18,6,2,5,TRUE,CHEMBL4228654,0.586672721,CHEMBL4874575,1,0.206185567,1
CC(C)NC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-6.815533774,-8.877149823,428.92,5.7613,2.656977867,0.424448849,58.95,5,2,5,TRUE,CHEMBL4228654,0.579075708,CHEMBL4865870,1,0.282352941,1
O=C(NC1CCOCC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-7.017923914,-8.974780815,470.957,5.5319,2.780785564,0.402040968,68.18,6,2,5,TRUE,14673,0.584202375,CHEMBL4867426,1,0.130841121,1
N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2nnc[nH]2)c1,-7.16603015,-7.590648704,455.297,3.12098,3.135963122,0.490652937,116.46,7,2,4,TRUE,CHEMBL569998,0.579710145,50659455,1,0.122222222,1
N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3nnc[nH]3)c2c1,-6.844533559,-7.869395953,455.297,3.12098,3.155730237,0.490652937,116.46,7,2,4,TRUE,CHEMBL4288850,0.477105288,50659456,1,0.155172414,1
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2C(CO)CC3)n1,-8.786875415,-11.31399493,367.428,3.4477,3.096713648,0.697897332,75.86,6,2,6,TRUE,13948,0.553745567,CHEMBL198756,1,0.204301075,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl,-8.904063463,-7.676722731,374.231,4.3695,2.061089806,0.616764395,92.93,5,3,5,TRUE,CHEMBL256518,0.705891354,CHEMBL3220501,1,0.322033898,1
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,-6.504639758,-7.216942383,356.382,2.13258,2.403662182,0.779550882,119.49,7,2,7,TRUE,CHEMBL3828150,0.532949856,51238616,1,0.166666667,1
CN(C)CCCC(=O)Nc1cc(C(=O)O)cc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,-7.320493007,-8.778024892,491.979,5.6054,2.488084692,0.242204988,110.35,5,4,9,TRUE,CHEMBL407730,0.530634146,CHEMBL1092764,1,0.255102041,1
C=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c2)c1,-7.592240563,-8.573514641,578.673,7.1305,2.746319274,0.127086689,100.94,7,3,9,FALSE,CHEMBL4561291,0.473167247,CHEMBL4094220,1,0.356321839,1
C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)cc2)cc1,-5.984243585,-7.540596811,564.646,7.1201,2.645147243,0.112046792,111.8,6,4,9,FALSE,CHEMBL2386093,0.410734624,CHEMBL4082212,1,0.1,1
Cn1cnc(-c2c(Br)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,-6.412757792,-7.957578779,447.318,2.619,3.080039049,0.66403326,93.01,7,1,4,TRUE,CHEMBL4561291,0.497945675,CHEMBL1822305,1,0.184782609,1
C=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c2)c1C,-7.708820561,-8.856287647,592.7,7.43892,2.80557816,0.121513239,100.94,7,3,9,FALSE,51159605,0.522103039,CHEMBL4071770,1,0.104,1
CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1,-7.175554934,-7.742183057,307.401,3.5602,2.574327782,0.742025411,46.32,5,0,3,TRUE,CHEMBL253956,0.68832911,CHEMBL482708,1,0.151898734,1
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOC1,-9.415353356,-10.78237724,378.407,4.0013,2.76750949,0.70179099,76.14,5,2,5,TRUE,CHEMBL1092134,0.662478733,CHEMBL203839,1,0.173333333,1
COCCNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-6.735023133,-9.309877562,444.919,4.9993,2.665760795,0.393516498,68.18,6,2,7,TRUE,14673,0.583846317,CHEMBL4876387,1,0.19,1
COc1ccc(CCNc2nccc(C(C#N)=C3Nc4ccccc4S3)n2)cc1,-7.615740567,-9.562562759,401.495,4.54978,2.643347093,0.586379688,82.86,7,2,6,FALSE,50885167,0.641674781,CHEMBL370516,1,0.73015873,1
COc1ccc(CCNc2nccc(C(C#N)c3nc4ccccc4s3)n2)cc1,-7.111221161,-9.913009601,401.495,4.40498,2.945958038,0.49393999,83.72,7,1,7,TRUE,CHEMBL2391120,0.616231555,50383506,1,0.092783505,1
NC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,-7.850475397,-10.6718684,362.82,4.7258,2.22124672,0.49053925,83.8,3,3,4,TRUE,14656,0.572076744,CHEMBL199136,1,0.1,1
NC(=O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,-9.574622867,-9.22940877,362.82,4.7258,2.141088566,0.49053925,83.8,3,3,4,TRUE,CHEMBL4633607,0.657369428,50319425,1,0.226190476,1
O=C(NCCCN1CCOCC1)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,-7.582088256,-10.44286465,490.007,5.079,2.448258499,0.300614247,82.28,5,3,8,TRUE,1216168,0.543390418,CHEMBL198687,1,0.211538462,1
O=C(NCCCN1CCOCC1)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,-8.418710954,-8.709666124,490.007,5.079,2.389890911,0.300614247,82.28,5,3,8,TRUE,CHEMBL4636722,0.557097018,50319407,1,0.112244898,1
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(-n4ccnn4)cc3)n2)cc1,-7.463641674,-7.440878622,407.459,2.8394,2.393134702,0.504930299,114.69,8,2,6,TRUE,CHEMBL4472042,0.562187926,CHEMBL571626,1,0.170731707,1
C=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c2)cc1,-7.64395979,-8.02788604,578.673,7.1305,2.722506197,0.127086689,100.94,7,3,9,FALSE,51159605,0.521225636,CHEMBL4072555,1,0.116666667,1
COc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,-9.969024624,-8.007878941,483.536,3.1998,2.925651449,0.389433092,108.04,11,1,6,TRUE,CHEMBL304172,0.633837571,CHEMBL1761584,1,0.226804124,1
CC(=O)N1CCC(NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)c(F)cc43)cs2)C1,-7.978635137,-9.788787411,497.983,4.9737,3.245256883,0.407633668,79.26,6,2,5,TRUE,13923,0.587316271,CHEMBL4862656,1,0.138888889,1
O=C(NCC(F)F)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-7.391429616,-8.866359039,450.873,5.618,2.834633128,0.400704343,58.95,5,2,6,TRUE,CHEMBL4550702,0.634543929,CHEMBL4879188,1,0.266666667,1
Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1c(F)cccc1Cl,-7.739248679,-10.06064719,457.918,4.45512,2.98672748,0.462317915,81.07,7,2,5,TRUE,1216168,0.593411265,CHEMBL4845770,1,0.166666667,1
CCNC(=O)N1CCC(Nc2nccc(-c3c(-c4ccccc4)[nH]c4ccccc34)n2)CC1,-8.653229047,-7.857081497,440.551,4.8977,2.475043583,0.412102642,85.94,4,3,5,TRUE,CHEMBL256987,0.530825166,CHEMBL245936,1,0.204819277,1
O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1ncn[nH]1,-7.851562828,-8.066392636,387.852,3.1045,2.757735336,0.719172292,90.98,5,2,4,TRUE,CHEMBL3827219,0.601330203,CHEMBL1682014,1,0.168674699,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,-9.844707155,-11.32164709,433.487,4.2233,2.786932205,0.62905137,87.22,5,2,5,TRUE,13924,0.603243243,CHEMBL202639,1,0.179775281,1
CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4OC)c(F)cc32)cs1,-6.964473602,-9.345333632,414.437,4.477,2.827187623,0.505439599,68.18,6,2,5,TRUE,CHEMBL3828571,0.580916403,CHEMBL4875476,1,0.186046512,1
O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.446366689,-8.209049884,466.267,3.5275,2.943119521,0.481613555,92.67,6,2,4,TRUE,CHEMBL253533,0.483068417,CHEMBL1822145,1,0.127659574,1
CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,-7.472968909,-8.943006218,400.866,4.9827,2.664411676,0.507427041,58.95,5,2,4,TRUE,14691,0.62525355,CHEMBL4874134,1,0.150537634,1
O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)ncc32)cs1,-7.483069536,-9.513157201,425.901,4.0076,2.846322614,0.504646757,81.07,7,2,5,TRUE,CHEMBL4228654,0.599291617,CHEMBL4872832,1,0.193548387,1
[H]C([H])([H])N1CCC(NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)c(F)cc43)cs2)C1,-7.523170695,-9.46287652,469.973,5.057,3.214120666,0.428754854,62.19,6,2,5,TRUE,14673,0.595524244,CHEMBL4847175,1,0.138888889,1
O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1nnc[nH]1,-7.794229606,-8.068514718,387.852,3.1045,2.977287336,0.719172292,90.98,5,2,4,TRUE,CHEMBL3827219,0.595730834,50626383,1,0.168674699,1
O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.414701315,-8.20048814,466.267,3.5275,3.151554964,0.481613555,92.67,6,2,4,TRUE,CHEMBL4288850,0.488661163,50659449,1,0.159292035,1
O=C(O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,-6.955311274,-10.63976784,363.804,5.3251,2.186804874,0.457909044,78.01,3,3,4,TRUE,CHEMBL524059,0.628922992,CHEMBL197613,1,0.246753247,1
O=C(O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,-8.566800147,-8.607920541,363.804,5.3251,2.10664672,0.457909044,78.01,3,3,4,TRUE,CHEMBL4093930,0.59831353,50319431,1,0.094736842,1
CN1CCCC(Nc2nccc(-c3cccnc3Oc3ccc(Nc4nc5ccccc5[nH]4)c4ccccc34)n2)C1,-9.303498348,-8.787950834,542.647,6.6101,3.231149119,0.207046475,103.88,8,3,7,TRUE,CHEMBL4752296,0.514300135,CHEMBL3355996,1,0.189189189,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncco1,-6.269254418,-7.759261575,433.287,3.4785,3.017088566,0.680907683,88.33,6,1,4,TRUE,51159565,0.585686226,CHEMBL1822153,1,0.101010101,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1ncn[nH]1,-6.376225966,-8.196847505,379.405,1.71778,3.069746672,0.710273372,127.66,7,2,4,TRUE,CHEMBL3828150,0.54912787,CHEMBL1822139,1,0.113402062,1
O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.338432345,-7.693355221,499.272,3.6631,3.117754802,0.446149456,105.56,7,2,4,TRUE,346055,0.487371575,CHEMBL1822141,1,0.107843137,1
O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.092693795,-6.889138904,514.283,4.1479,2.958087788,0.417003884,101.9,7,2,5,TRUE,CHEMBL4288850,0.519598737,CHEMBL1822149,1,0.161016949,1
OC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1,-8.507599618,-12.02657196,448.449,3.664,3.455200265,0.548092637,97.12,8,3,5,TRUE,CHEMBL3719193,0.599115353,CHEMBL1950289,1,0.127659574,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,-6.387324068,-8.093916473,378.417,2.32278,2.830740755,0.722925788,114.77,6,2,4,TRUE,CHEMBL3593777,0.5156712,CHEMBL1682015,1,0.176470588,1
O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,-7.357588634,-8.866750093,425.901,4.0076,2.787959427,0.504646757,81.07,7,2,5,TRUE,CHEMBL524059,0.586531226,CHEMBL4872493,1,0.177777778,1
O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,-9.54698265,-10.53091005,392.434,4.3914,2.312217139,0.673436783,76.14,5,2,5,TRUE,50397446,0.616398795,CHEMBL205078,1,0.131578947,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nnc[nH]1,-6.581762467,-8.226107684,379.405,1.71778,3.280854364,0.710273372,127.66,7,2,4,TRUE,13934,0.477499213,50659443,1,0.111111111,1
O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.045176889,-7.628375385,499.272,3.6631,3.313783373,0.446149456,105.56,7,2,4,TRUE,346055,0.480964061,50659445,1,0.107843137,1
O=C(Cn1c(=O)ccc2cc(OC(F)(F)F)ccc21)Nc1scc(Br)c1-c1nnc[nH]1,-7.079926701,-7.043183431,514.283,4.1479,3.147356754,0.417003884,101.9,7,2,5,TRUE,CHEMBL4288850,0.520230676,50659453,1,0.161016949,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1nnc[nH]1,-6.201172428,-8.065179221,378.417,2.32278,3.041848447,0.722925788,114.77,6,2,4,TRUE,CHEMBL4561291,0.438276441,50626384,1,0.157894737,1
O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOC1,-9.317019387,-10.69687746,360.417,3.8622,2.711478456,0.722443976,76.14,5,2,5,TRUE,50230999,0.662987781,CHEMBL203535,1,0.289855072,1
Fc1ccc(-c2n[nH]cc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1,-9.260944707,-11.10994738,415.472,4.858,2.55416775,0.487428377,66.07,5,2,5,FALSE,CHEMBL4580131,0.594642022,CHEMBL3099962,1,0.207317073,1
N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1,-7.808436082,-8.948819342,360.402,3.13428,2.847598113,0.581226714,107.35,6,2,4,TRUE,CHEMBL524059,0.538501561,CHEMBL1682018,1,0.166666667,1
COc1ccc(Oc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,-7.619869323,-7.498703348,370.796,3.7734,2.153250279,0.684697382,99.36,6,2,6,TRUE,CHEMBL402932,0.651095093,CHEMBL1923217,1,0.216216216,1
c1cc(-c2nccs2)c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2c1,-9.014848835,-8.520641696,456.535,3.9142,2.809269017,0.425420788,93.88,10,1,5,TRUE,CHEMBL253740,0.557875624,CHEMBL1761566,1,0.253012048,1
Cc1cc(Nc2nc3ccccc3o2)c2ccccc2c1Oc1ncccc1-c1ccnc(NC2CCC(N)CC2)n1,-6.741724288,-8.096578231,557.658,7.35912,2.970993554,0.184589083,124.01,9,3,7,TRUE,CHEMBL3736462,0.499959227,CHEMBL3356003,1,0.172727273,1
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,-7.581697675,-7.993518024,419.488,1.9061,2.140953699,0.553280627,144.14,7,3,6,TRUE,CHEMBL2391123,0.585489834,CHEMBL585916,1,0.078947368,1
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4ccc(F)cc4)ccn3)cc2)n1,-9.081372967,-11.35957072,439.498,5.22934,2.560137402,0.405971503,73.45,7,1,5,TRUE,CHEMBL4557420,0.60318521,CHEMBL1771718,1,0.353658537,1
O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,-6.227147089,-8.708737644,431.275,2.6443,2.930876874,0.51702481,105.56,7,2,4,TRUE,14383,0.523056002,CHEMBL1822140,1,0.127659574,1
CNC(=O)C1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1,-7.20223358,-10.83645109,489.502,3.6653,3.471342211,0.485258884,105.99,8,3,6,TRUE,CHEMBL1957955,0.561500494,CHEMBL1950304,1,0.138888889,1
