SMILES,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2F)c1,-8.321626599,-8.124319406,407.449,3.6434,2.324935571,0.577779193,92.51,6,3,6,TRUE,14678,0.558504875,CHEMBL3220488,1,0.131313131,1
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2F)ncc1C(F)(F)F,-7.451161786,-8.76372434,489.473,4.9229,2.60131686,0.426821547,78.52,6,3,6,TRUE,50234944,0.575673534,CHEMBL3220473,1,0.17,1
COC(=O)c1sccc1NC(=O)Cc1ccc(-c2ccncc2)cc1,-5.665766652,-7.213364655,352.415,3.7779,2.043520467,0.709730446,68.29,5,1,5,TRUE,CHEMBL261659,0.515432906,CHEMBL1288157,1,0.148648649,1
CCOc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OCC)c2)ccn1,-8.859180662,-10.67316173,426.52,6.4282,2.263043248,0.321467232,68.3,6,2,9,TRUE,13923,0.641220533,CHEMBL202961,1,0.191780822,1
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,-5.656412103,-6.816546306,319.382,3.03292,2.006339751,0.860435612,64.63,5,1,5,TRUE,CHEMBL1347394,0.578415094,CHEMBL1681992,1,0.189655172,1
CC(=O)Nc1ccc(-c2c(-c3ccc(F)cc3)nc([S+](C)[O-])n2C)cn1,-8.306342864,-7.659403614,372.425,2.984,3.417928714,0.713909155,82.87,5,1,4,FALSE,CHEMBL4564217,0.616255829,CHEMBL4747276,1,0.314285714,1
CCOC(=O)c1sccc1NC(=O)Cc1ccccc1,-5.642497257,-7.188385821,289.356,3.106,1.805172476,0.860464201,55.4,4,1,5,TRUE,51243427,0.601907225,CHEMBL1288966,1,0.128571429,1
c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cnoc3)cc2n1,-9.702911399,-6.392845098,440.467,3.4457,2.90653615,0.439604988,107.02,10,1,5,TRUE,CHEMBL3891139,0.643072289,CHEMBL1761556,1,0.189473684,1
CC(=O)NC1CCC(Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,-8.883410408,-7.974983568,510.664,3.2931,2.917010881,0.523704562,109.22,8,2,6,TRUE,50234929,0.512502386,51195201,1,0.212765957,1
Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,-6.516938982,-6.764867543,261.313,1.6362,3.087294657,0.660348284,107.83,9,1,3,FALSE,CHEMBL408634,0.669937556,51111218,1,0.109090909,1
CN(C)CC=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,-9.382924992,-8.280008198,493.571,4.5908,2.48996977,0.29242007,112.14,7,3,9,FALSE,CHEMBL562089,0.5024618,CHEMBL3393606,1,0.148148148,1
CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-8.882004448,-8.881447321,365.441,2.3971,2.561241054,0.74125297,87.45,6,2,4,TRUE,CHEMBL599428,0.616441546,CHEMBL246543,1,0.329411765,1
Cc1cc(Nc2nc3ccccc3[nH]2)c2ccccc2c1Oc1ncccc1-c1ccnc(NCCN(C)C)n1,-6.472748673,-6.80117987,530.636,6.38592,2.850619578,0.197673759,103.88,8,3,9,TRUE,CHEMBL3735500,0.396380619,CHEMBL3355993,1,0.122807018,1
CS(=O)(=O)NC1CCC(Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,-8.985582035,-7.889297346,546.719,2.7062,3.005780681,0.463323247,126.29,9,2,7,TRUE,50234869,0.490671474,51195164,1,0.136842105,1
CNC(=O)c1ccccc1Nc1cc(Nc2cc(OC)c(OC)c(OC)c2)ncc1C(F)(F)F,-6.598513035,-7.143685988,476.455,4.973,2.507759979,0.42256084,93.74,7,3,8,TRUE,CHEMBL4450851,0.495869497,CHEMBL3220476,1,0.272727273,1
COc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)cc(OC)c1OC,-7.601496399,-7.150087629,394.431,3.6935,2.216151788,0.534612564,107.73,7,3,8,TRUE,13900,0.655014034,CHEMBL3220491,1,0.162790698,1
Cc1ccc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,-7.461458429,-8.078761747,464.533,4.16112,2.699695424,0.414420367,93.88,9,1,5,TRUE,14649,0.558705288,CHEMBL1761559,1,0.12745098,1
Cn1ccc(-c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2Cl)n1,-8.868687502,-7.572935789,437.895,2.6914,2.8570846,0.508474672,98.81,10,1,5,TRUE,CHEMBL3891139,0.623332947,CHEMBL1771659,1,0.193548387,1
O=C1NC(=Nc2cccc(Cl)c2)SC1=C1C(=O)Nc2ccc(I)cc21,-7.914920645,-10.19802573,481.702,4.1585,3.147827618,0.474680354,70.56,4,2,1,FALSE,51185472,0.610955841,CHEMBL4442806,1,0.279411765,1
Cc1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)cc1-c1ccn(C)n1,-9.172417795,-9.11627611,416.489,2.95142,2.779374202,0.535262443,85.92,9,1,5,TRUE,CHEMBL3891139,0.60117201,CHEMBL1771710,1,0.197802198,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ncc([N+](=O)[O-])s4)c3c2)cc1,-7.431756051,-8.197597597,441.494,4.3816,2.511607245,0.335602121,127.12,8,2,6,FALSE,13923,0.56932956,CHEMBL248792,1,0.14893617,1
COc1ccc2cc(C(C)C(=O)Nc3cc(C)ccn3)ccc2c1,-7.127518773,-7.179161118,320.392,4.29402,2.491169812,0.779770613,51.22,3,1,4,TRUE,CHEMBL3670690,0.507044278,CHEMBL4749658,1,0.126760563,1
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,-7.467492169,-8.241699124,431.54,3.24152,2.400650576,0.597967181,79.38,6,2,7,TRUE,14676,0.563537072,CHEMBL494072,1,0.096153846,1
COc1ccc(CC(=O)Nc2ccsc2-c2ncco2)cc1,-6.712372682,-6.695871526,314.366,3.5929,2.31598153,0.781359056,64.36,5,1,5,TRUE,CHEMBL451857,0.630284397,CHEMBL1288068,1,0.120481928,1
O=C(Nc1cnn(-c2ccc(C(=O)NC3CNC3)s2)c1)Nc1ccccc1Cl,-7.559525922,-8.468512218,416.894,2.9328,2.620408506,0.513419568,100.08,6,4,5,TRUE,1216148,0.655292563,CHEMBL4744126,1,0.12,1
Cc1nc(CSc2nc3nncc-3c(O)n2-c2ccccc2)cs1,-8.17160232,-6.38853478,355.448,3.52992,2.720377419,0.445693453,76.72,8,1,4,TRUE,CHEMBL251196,0.61433869,CHEMBL1568840,1,0.134831461,1
Cc1nc(CSc2nc3n[nH]cc3c(=O)n2-c2ccccc2)cs1,-8.184369489,-6.942207095,355.448,3.16602,2.702561375,0.449393381,76.46,7,1,4,TRUE,CHEMBL251196,0.613895373,79831,1,0.134831461,1
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,-7.141308201,-7.731904428,426.698,3.6163,2.23090706,0.814025511,65.79,4,1,3,FALSE,CHEMBL3652548,0.607863834,CHEMBL1784093,1,0.079545455,1
O=C(Cc1cccc2cnccc12)Nc1scnc1-c1nc[nH]n1,-8.013728265,-9.081292656,336.38,2.6576,3.043233454,0.597066834,96.45,6,2,4,TRUE,339350,0.572544009,CHEMBL1288128,1,0.102272727,1
CS(=O)(=O)NC1CCC(Nc2nccc(-n3ccc4c(N5CCN(C(=O)CO)CC5)cccc43)n2)CC1,-9.271947233,-8.1402297,527.651,1.3337,2.870173142,0.419337614,132.69,9,3,7,TRUE,CHEMBL4472042,0.538790589,51195162,1,0.164948454,1
O=C(Cc1cccc2cnccc12)Nc1scnc1-c1nnc[nH]1,-7.901923087,-8.979677593,336.38,2.6576,2.976645155,0.597066834,96.45,6,2,4,TRUE,339350,0.64171123,50611614,1,0.102272727,1
Cc1ncn(-c2ccc(Nc3ncc(Cl)c(-c4ccn(C)n4)n3)cc2)n1,-8.832983114,-7.206506125,366.816,3.16322,2.739211028,0.59666395,86.34,8,1,4,TRUE,CHEMBL402932,0.699440218,CHEMBL1771658,1,0.267605634,1
OC1CCC(Nc2ncc3ccc(C4CC4)nc3n2)CC1,-9.251466302,-7.473605316,284.363,2.6176,2.6450184,0.906273611,70.93,5,2,3,TRUE,CHEMBL406062,0.638876371,CHEMBL3577856,1,0.169014085,1
NS(=O)(=O)N1CCC(Nc2nccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)CC1,-6.243311486,-5.663704477,482.588,0.2443,2.516506628,0.59508455,147.82,8,2,6,TRUE,51304764,0.520252118,CHEMBL1773329,1,0.159574468,1
COC(=O)c1cscc1NC(=O)Cc1cccc2ccccc12,-6.94712975,-7.409892988,325.389,3.8691,2.109135577,0.740928991,55.4,4,1,4,TRUE,CHEMBL512144,0.520355756,CHEMBL1287859,1,0.091954023,1
CCCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,-7.292584159,-6.431744575,426.742,4.4798,2.218834551,0.765653625,48.72,4,1,5,FALSE,51159564,0.591147421,CHEMBL1784084,1,0.130434783,1
Cc1ccc2nc3c(nc2c1)-c1ccccc1C3=NO,-8.19926106,-8.083444886,261.284,3.14522,2.35677309,0.390538556,58.37,4,1,0,TRUE,CHEMBL1276127,0.675032057,51237972,1,0.13559322,1
O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1nc[nH]n1,-7.986467654,-9.144211492,334.404,3.8676,2.699427604,0.595046978,70.67,4,2,4,TRUE,CHEMBL406062,0.581499593,CHEMBL1287916,1,0.263888889,1
O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1nnc[nH]1,-7.985738532,-9.142414242,334.404,3.8676,2.60062847,0.595046978,70.67,4,2,4,TRUE,CHEMBL406062,0.581070071,50611579,1,0.263888889,1
O=C(C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1)N1CCN(c2ccccc2)CC1,-7.53831235,-7.789973307,462.619,4.21429,2.330369892,0.590180803,61.34,5,1,4,TRUE,CHEMBL2048662,0.511324042,CHEMBL1360489,1,0.121212121,1
CS(=O)(=O)Nc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,-8.209948653,-7.720156987,349.415,3.8215,2.181968544,0.570790553,71.95,4,1,3,TRUE,CHEMBL4449746,0.623228711,CHEMBL249998,1,0.202702703,1
S=c1[nH]nc(-c2ccnc(NCC3CC3)c2)n1-c1ccc2ccccc2c1,-7.974564581,-11.13189614,373.485,4.96699,2.464095387,0.485174116,58.53,5,2,5,TRUE,CHEMBL4453072,0.635740643,CHEMBL1784651,1,0.25974026,1
CNc1nccc(C(C#N)c2nc3ccccc3s2)n1,-8.374031291,-8.795025498,281.344,2.78348,3.110654145,0.798658391,74.49,6,1,3,TRUE,CHEMBL2391100,0.646789714,CHEMBL399168,1,0.157894737,1
Nc1ccc2cc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)ccc2c1,-10.64149922,-10.95002847,402.458,2.9489,2.690160396,0.452761037,110.85,7,3,4,TRUE,50457160,0.639770828,CHEMBL1644633,1,0.09,1
O=C(Nc1cccc(Cl)c1N1CCN(C2CC2)CC1)c1ccc(Br)o1,-7.447559782,-6.789882777,424.726,4.2322,2.292217217,0.79771013,48.72,4,1,4,FALSE,50840603,0.573970149,CHEMBL1784088,1,0.150537634,1
NC(=O)c1ccccc1Nc1cc(Oc2cccc3ccccc23)ncc1C(F)(F)F,-7.702576191,-8.776954096,423.394,5.8884,2.355725207,0.419732326,77.24,4,2,5,TRUE,CHEMBL347681,0.575552388,CHEMBL1923199,1,0.083333333,1
O=C(CN1C(=O)CCc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.381545318,-7.487375852,500.3,4.2324,2.942500406,0.561301485,90.98,5,2,4,TRUE,CHEMBL4288850,0.518049695,695910,1,0.153846154,1
Cn1cnc(-c2c(C#N)csc2NC(=O)Cc2cccc3ncccc23)n1,-6.34223501,-8.033687037,374.429,3.14468,2.835819453,0.591823205,96.49,7,1,4,TRUE,CHEMBL3827511,0.510076186,695913,1,0.136363636,1
O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1nc[nH]n1,-7.045920218,-7.40279813,482.285,5.0439,3.155201319,0.42698513,83.56,5,2,4,TRUE,CHEMBL523735,0.569150262,695922,1,0.127659574,1
O=C(Cc1c(F)ccc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,-7.142400039,-8.170943482,432.278,4.1642,2.873352566,0.507390008,83.56,5,2,4,TRUE,CHEMBL3828624,0.700610392,695925,1,0.149425287,1
C#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Br)c2-c2ncn[nH]2)c1,-7.376242705,-7.909474236,454.309,3.2306,3.038391006,0.463486996,92.67,6,2,4,TRUE,CHEMBL4071429,0.568331442,695931,1,0.119266055,1
O=C(CN1C(=O)CCc2cc(F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.731749101,-7.903746714,450.293,3.3527,2.860201686,0.63814137,90.98,5,2,4,TRUE,CHEMBL3827219,0.598674146,695714,1,0.136363636,1
O=C(Cn1c(=O)ccc2ccc(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,-6.584731713,-7.965019273,448.277,3.3884,2.849169718,0.50084459,92.67,6,2,4,TRUE,CHEMBL4288850,0.474109264,695717,1,0.171171171,1
O=C(CN1C(=O)CCc2ccc(Cl)cc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.624123448,-7.266518974,466.748,3.867,2.86492736,0.610585319,90.98,5,2,4,TRUE,CHEMBL2386747,0.500917642,695720,1,0.172043011,1
O=C(Cn1c(=O)ccc2cc(F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.717670844,-8.291514742,448.277,3.3884,2.834706781,0.50084459,92.67,6,2,4,TRUE,50520423,0.495376821,695729,1,0.114942529,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1ccsc1-c1cscn1,-7.898923789,-8.051732834,435.452,4.844,2.750658918,0.498783388,63.99,6,1,4,TRUE,CHEMBL197226,0.518237591,695946,1,0.093457944,1
N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1cnccn1,-6.499141559,-7.689121826,371.425,3.80618,2.644253128,0.588919196,91.56,6,1,4,TRUE,CHEMBL1347394,0.514698093,695949,1,0.217391304,1
O=C(Cc1cccc2ncsc12)Nc1scc(Br)c1-c1ncn[nH]1,-6.11043208,-8.310750116,420.317,4.0866,3.057218738,0.521147418,83.56,6,2,4,TRUE,CHEMBL523735,0.564431955,695958,1,0.114942529,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Cl)c1-c1ncn[nH]1,-7.78042551,-7.675923004,453.833,4.159,2.902389417,0.485035406,92.67,6,2,4,TRUE,CHEMBL4070244,0.571024735,695961,1,0.138613861,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,-6.873925313,-7.618887237,516.274,4.4072,3.056564348,0.393558651,92.67,6,2,4,TRUE,CHEMBL4288850,0.489610984,695985,1,0.151260504,1
O=C(Cc1cc2cnccc2cc1F)Nc1scc(Br)c1-n1nccn1,-6.099149884,-8.103013484,432.278,3.9598,2.998898413,0.530113713,72.7,6,1,4,TRUE,CHEMBL1957229,0.57130102,696000,1,0.155555556,1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-n1nccn1,-7.800835723,-8.291153699,444.398,3.17288,3.021745083,0.520571847,105.6,8,1,4,TRUE,CHEMBL1682850,0.559810273,696003,1,0.114583333,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Cl)c1-c1nc[nH]n1,-7.294308045,-8.754219135,388.84,2.4995,3.288890413,0.714168051,103.87,6,2,4,TRUE,CHEMBL3828624,0.653093755,696006,1,0.159090909,1
Cn1cnc(-c2c(Cl)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,-6.094573958,-7.83424401,402.867,2.5099,3.06792816,0.723302583,93.01,7,1,4,TRUE,CHEMBL404488,0.505904361,696012,1,0.125,1
O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Cl)c1-c1ncn[nH]1,-6.91401306,-7.900806436,375.801,1.6347,3.32174739,0.56302899,109.97,8,2,4,TRUE,CHEMBL3828150,0.584476102,696015,1,0.11827957,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Cl)c1-c1nccs1,-6.879672452,-8.042225751,404.904,3.8379,2.910342105,0.716420106,75.19,6,1,4,TRUE,CHEMBL4796925,0.558274776,696024,1,0.147368421,1
Cc1n[nH]c(-c2c(Cl)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,-6.613314882,-7.93711746,402.867,2.80792,3.168161726,0.697858679,103.87,6,2,4,TRUE,CHEMBL2048668,0.457935561,696030,1,0.132075472,1
CN(C)CCCn1cnc(-c2c(Cl)csc2NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)n1,-7.572497462,-8.322057075,538.983,4.5841,3.053260033,0.354745884,85.05,8,1,8,TRUE,CHEMBL4288850,0.534698816,696033,1,0.141732283,1
CN1CCN(CCCn2cnc(-c3c(Cl)csc3NC(=O)Cn3c(=O)ccc4cc(C(F)(F)F)ccc43)n2)CC1,-6.836476675,-8.682623341,594.063,4.2699,3.098662495,0.32833244,88.29,9,1,8,TRUE,50826172,0.46827892,696036,1,0.126984127,1
CCc1n[nH]c(-c2c(Cl)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,-7.807571529,-8.018111759,416.894,3.0619,3.096669468,0.664744412,103.87,6,2,5,TRUE,CHEMBL3894571,0.519860627,696039,1,0.115384615,1
CN(C)CCn1cnc(-c2c(Cl)csc2NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)n1,-7.578537297,-8.303528354,524.956,4.194,3.04358829,0.391659648,85.05,8,1,7,TRUE,CHEMBL523435,0.483760031,696042,1,0.1,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1nc[nH]n1,-6.153492442,-8.216005952,379.405,1.71778,3.34146679,0.710273372,127.66,7,2,4,TRUE,339353,0.534586166,696048,1,0.186813187,1
Cn1cnc(-c2c(Cl)csc2NC(=O)Cn2c(=O)ccn3nccc23)n1,-7.293327638,-8.34754748,389.828,1.6451,3.37506109,0.571730788,99.11,9,1,4,TRUE,CHEMBL402932,0.599244876,696051,1,0.134831461,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Cl)c1-c1ncn(CCCN2CCOCC2)n1,-7.910187884,-7.980776852,581.02,4.3547,3.088762092,0.332937895,94.28,9,1,8,TRUE,50721056,0.500138953,696054,1,0.157024793,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Cl)c1-c1ncn(CCCN2CCCC2)n1,-7.152324992,-8.691923196,565.021,5.1183,3.038838531,0.321107224,85.05,8,1,8,TRUE,CHEMBL4741669,0.480346868,696060,1,0.172131148,1
Cn1cnc(-c2c(Cl)csc2NC(=O)Cn2c(=O)ccc3nc(C(F)(F)F)ccc32)n1,-6.638377689,-7.733043131,468.848,3.5644,3.039416047,0.493901654,94.7,8,1,4,TRUE,CHEMBL2048673,0.550973123,696063,1,0.148514851,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-n1nccn1,-7.642536466,-7.683115966,498.284,4.0637,2.954426231,0.460399834,81.81,7,1,4,TRUE,CHEMBL1809122,0.577259126,696069,1,0.123595506,1
O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Cl)c1-c1ncn[nH]1,-7.410712985,-7.197288415,454.821,3.554,2.976604802,0.490282472,105.56,7,2,4,TRUE,CHEMBL4288850,0.517747279,696072,1,0.142857143,1
O=C(Cn1c(=O)ccc2cc(Br)ccc21)Nc1scc(Br)c1-c1nc[nH]n1,-7.555832319,-7.726529447,509.183,4.0118,3.139552335,0.435223153,92.67,6,2,4,TRUE,CHEMBL1738953,0.518592215,696078,1,0.129411765,1
Cn1cnc(-c2c(C#N)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,-6.664627238,-8.037522493,393.432,1.72818,3.129607737,0.721369339,116.8,8,1,4,TRUE,CHEMBL1834330,0.503964478,696081,1,0.105263158,1
O=C(Cn1c(=O)ccc2cc(Br)ccc21)Nc1scc(Cl)c1-c1nc[nH]n1,-7.129304289,-8.279715129,464.732,3.9027,3.127441446,0.478920341,92.67,6,2,4,TRUE,CHEMBL3827219,0.565109958,696084,1,0.192771084,1
N#Cc1ccc2c(ccc(=O)n2CC(=O)Nc2scc(Cl)c2-c2nc[nH]n2)c1,-7.13128403,-8.319958263,410.846,3.01188,3.183403506,0.535988797,116.46,7,2,4,TRUE,CHEMBL4288850,0.533430657,696087,1,0.152542373,1
O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Cl)c1-c1ncn[nH]1,-7.344454096,-7.485955595,443.798,2.6535,3.417536716,0.503614927,109.97,8,2,4,TRUE,CHEMBL3828624,0.636640376,696090,1,0.163043478,1
O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Cl)c1-c1nc[nH]n1,-6.835433676,-8.050369869,454.821,3.554,3.358964692,0.490282472,105.56,7,2,4,TRUE,346055,0.482179172,696093,1,0.154639175,1
Cn1cnc(-c2c(Cl)csc2NC(=O)Cn2c(=O)ccn3nc(C(F)(F)F)cc23)n1,-6.681477507,-7.996143046,457.825,2.6639,3.46990128,0.507702947,99.11,9,1,4,TRUE,51159603,0.532289184,696096,1,0.091743119,1
Cn1cnc(-c2c(Cl)csc2NC(=O)Cn2c(=O)ccc3cnc(C(F)(F)F)cc32)n1,-6.844641792,-8.022859997,468.848,3.5644,3.166440018,0.493901654,94.7,8,1,4,TRUE,CHEMBL2062581,0.508991228,696099,1,0.150943396,1
O=C(Cc1ccnc2ccccc12)Nc1scc(Br)c1-c1nnc[nH]1,-7.331163323,-8.353349007,414.288,4.0251,2.943279266,0.528425777,83.56,5,2,4,TRUE,CHEMBL3828624,0.666025451,695842,1,0.189873418,1
O=C(Cc1ccc(F)c2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,-7.183826074,-8.252588362,432.278,4.1642,2.849592566,0.507390008,83.56,5,2,4,TRUE,CHEMBL3828624,0.652022619,695854,1,0.137931034,1
O=C(Cn1c(=O)ccc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,-6.812938933,-8.374954846,431.275,2.6443,2.819972874,0.51702481,105.56,7,2,4,TRUE,339353,0.48245046,695863,1,0.183908046,1
O=C(CN1C(=O)CCc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.339458658,-8.341306469,433.291,2.6086,3.015211028,0.658563645,103.87,6,2,4,TRUE,CHEMBL3828624,0.617521973,695866,1,0.146067416,1
O=C(Cn1c(=O)ccc2cc(Cl)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.298523863,-8.368799506,464.732,3.9027,2.821774114,0.478920341,92.67,6,2,4,TRUE,50520423,0.503254882,695872,1,0.113636364,1
O=C(Cn1c(=O)ccc2c(F)cccc21)Nc1scc(Br)c1-c1ncn[nH]1,-7.37153165,-8.685795157,448.277,3.3884,2.846217071,0.50084459,92.67,6,2,4,TRUE,51159565,0.603295622,695875,1,0.134020619,1
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1sc(Cl)cc1-c1ncn[nH]1,-7.709226036,-8.096547337,453.833,4.159,2.877191066,0.485035406,92.67,6,2,4,FALSE,51189863,0.52689377,695881,1,0.097087379,1
O=C(Cc1cncc2ccccc12)Nc1sc(Cl)cc1-c1ncn[nH]1,-8.070937089,-8.283069764,369.837,3.916,2.76737621,0.570782252,83.56,5,2,4,FALSE,CHEMBL469507,0.560054652,695884,1,0.101010101,1
O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1nc[nH]n1,-8.078159954,-8.136959239,432.278,4.1642,3.127706413,0.507390008,83.56,5,2,4,TRUE,CHEMBL3828624,0.643545834,695890,1,0.162790698,1
O=C(Cc1cccc2ccncc12)Nc1scc(Br)c1-c1ncn[nH]1,-7.213181053,-8.414415698,414.288,4.0251,2.83416209,0.528425777,83.56,5,2,4,TRUE,CHEMBL3828624,0.648419204,695899,1,0.156626506,1
N#CCc1cnc(-c2ccc3ccccc3c2)n1-c1ccnc(NC2CCCNC2)n1,-8.258487591,-11.8135305,409.497,3.71248,3.297433196,0.522089774,91.45,7,2,5,TRUE,CHEMBL2391124,0.568561873,784819,1,0.130434783,1
N#CCc1cnc(-c2ccc3ccccc3n2)n1-c1ccnc(NC2CCCN(C(=O)C3CC3)C2)n1,-7.47588307,-6.672274639,478.56,3.75648,3.385895345,0.448941259,112.62,8,1,6,TRUE,CHEMBL2064515,0.501062802,784824,1,0.099009901,1
N#CCc1cnc(-c2ccc3ccccc3c2)n1-c1ccnc(NC2CCCN(C(=O)C3CC3)C2)n1,-8.19415739,-7.634842479,477.572,4.36148,3.314532268,0.442916244,99.73,7,1,6,TRUE,CHEMBL402228,0.541189042,784825,1,0.174311927,1
N#CCc1cnc(-c2ccc3occc3c2)n1-c1ccnc(NC2CCCN(C(=O)C3CC3)C2)n1,-6.854654318,-10.8007343,467.533,3.95448,3.507917586,0.456672871,112.87,8,1,6,TRUE,CHEMBL4851835,0.496458189,784828,1,0.201834862,1
N#CCc1cnc(-c2ccc3ccccc3c2)n1-c1ccnc(NC2CCOCC2)n1,-7.725741364,-11.49377693,410.481,4.13948,2.827179289,0.531933236,88.65,7,1,5,TRUE,CHEMBL3093053,0.553436019,784801,1,0.139784946,1
