SMILES,Title,IC50nM,5NTP_XP,6QU7_XP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_rorgt,3D_sim_rorgt,3D_best_dhodh,3D_sim_dhodh,3D_sim_2D_rorgt,3D_sim_2D_dhodh
CCn1c(C(=O)OC)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c1=O,1098849,0,-9.556902291,-11.42116052,532.397,3.8397,3.434624491,0.366496004,104.45,8,1,7,TRUE,578519,0.500042535,1098849,1,0.134453782,1
CONC(=O)c1c(C)c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc12,51370198,0.12,-10.54502033,-8.236620369,404.416,5.44662,2.279965978,0.460555622,51.22,3,1,4,TRUE,826980,0.553945565,51370198,1,0.111111111,1
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3ccc(C)c(N)n3)c(F)cc2c1=O,1121364,0.18,-7.547933395,-13.7471097,401.485,5.51424,2.615443449,0.492030989,60.91,4,1,3,TRUE,795460,0.571986971,1121364,1,0.174418605,1
CCn1c(CO)nn(-c2nc(OC(C)C(F)(F)F)c3c(Oc4c(F)cccc4Cl)nncc3c2F)c1=O,51423569,0.2,-7.317265652,-13.32376909,546.84,3.9379,4.05657176,0.346506346,117.18,10,1,7,TRUE,708930,0.510454085,51423569,1,0.147826087,1
Cc1cn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(C)n[nH]c3Cl)cc2F)nc1C(C)O,1121395,0.22,-10.05352963,-12.94824381,489.857,4.63994,3.975288307,0.437458714,105.06,6,3,6,FALSE,CHEMBL3596632,0.56360772,1121395,1,0.184466019,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(F)cccc4Cl)c(=O)c3cc2F)c1=O,1226000,0.222,-7.938006813,-13.883437,474.895,3.9053,3.087481045,0.47529754,82.05,7,1,5,TRUE,795460,0.593291847,1226000,1,0.204301075,1
C=C(c1cn(-c2ccccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12)C(F)(F)F,1226070,0.226,-8.115696506,-14.14545756,488.441,3.87332,3.154670986,0.432695196,82.05,7,1,5,TRUE,795443,0.545903745,1226070,1,0.198019802,1
C=C(C)c1cn(-c2cccc(OC)c2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226059,0.24,-8.329254511,-13.46662061,484.915,3.6845,3.113463971,0.450517515,91.28,8,1,6,TRUE,795460,0.540364583,1226059,1,0.158415842,1
C=C(C)c1cn(-c2cc(F)ccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226071,0.249,-8.235073226,-13.84120305,452.461,3.47002,3.059497968,0.502839447,82.05,7,1,5,TRUE,795443,0.554957334,1226071,1,0.133333333,1
CCn1c(CO)nn(-c2cc3c(C(C)C(F)(F)F)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O,1226091,0.26,-7.711787157,-14.24273884,490.457,3.96362,3.552024259,0.429631102,82.05,7,1,5,TRUE,709051,0.515607786,1226091,1,0.140186916,1
C=C(C)c1cn(-c2c(F)cccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,51360201,0.265,-8.193302478,-13.7879491,472.879,3.815,3.172011815,0.478574747,82.05,7,1,5,TRUE,795460,0.589813743,51360201,1,0.2,1
C=C(C)c1cn(-c2c(F)ccc(OC)c2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,51360202,0.267,-8.523943158,-12.73967933,502.905,3.8236,3.278830176,0.432602322,91.28,8,1,6,TRUE,795460,0.547803618,51360202,1,0.123809524,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(F)ccc(OC)c4Cl)c(=O)c3cc2F)c1=O,1226069,0.273,-7.545703242,-13.97156313,504.921,3.9139,3.198748395,0.429661173,91.28,8,1,6,TRUE,795460,0.565834508,1226069,1,0.126213592,1
C=C(C)c1cn(-c2c(C)n[nH]c2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226049,0.286,-6.86135875,-12.0696707,458.881,2.70742,3.475026994,0.477430827,110.73,8,2,5,FALSE,795443,0.567570364,1226049,1,0.128440367,1
C=C(C)c1cn(-c2cc(C)ccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226076,0.292,-8.357677633,-13.79967269,448.498,3.63934,3.03417643,0.505463687,82.05,7,1,5,TRUE,795443,0.554500455,1226076,1,0.133333333,1
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c3c(Oc4c(F)ccc(OC)c4Cl)nccc3c2)c1=O,51423568,0.3,-7.751541147,-11.8569742,556.9,5.0174,3.730437263,0.304243974,100.63,9,1,8,TRUE,596177,0.48883838,51423568,1,0.12295082,1
Cc1cn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1C(C)O,1121393,0.3,-10.41359185,-13.22179546,503.855,5.74752,3.666296405,0.420110603,76.38,5,2,6,TRUE,351240,0.569768577,1121393,1,0.140186916,1
C=C(C)c1nn(-c2c(F)cccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226016,0.32,-6.705819372,-13.2162027,473.867,3.21,3.154862584,0.480040071,94.94,8,1,5,TRUE,669311,0.489744512,1226016,1,0.136363636,1
CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4c(F)cccc4Cl)c(=O)c3cc2F)c1=O,1226025,0.356,-8.109572015,-13.44991907,475.883,3.3003,3.230485661,0.477650861,94.94,8,1,5,TRUE,795460,0.564762004,1226025,1,0.18556701,1
CCn1c(CO)nn(-c2nc(OC(C)C(F)(F)F)c3c(Nc4c(F)cccc4Cl)nncc3c2F)c1=O,51423571,0.38,-9.420936842,-12.96610167,545.856,3.8892,4.013889962,0.335715977,119.98,10,2,7,TRUE,51253545,0.582161511,51423571,1,0.179245283,1
Cc1cn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(C)n[nH]c3Cl)cc2F)nc1C(C)(C)O,1121397,0.38,-7.014768652,-11.89073273,503.884,4.81404,3.757416471,0.418496264,105.06,6,3,6,FALSE,644807,0.502139037,1121397,1,0.212962963,1
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cc2c1=O,1121366,0.38,-7.459489972,-12.63459069,433.527,5.18952,2.908111345,0.481851071,60.05,5,1,4,TRUE,50748315,0.500549048,1121366,1,0.1875,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O,51360203,0.396,-7.520713171,-13.7747046,436.487,3.42122,2.885524679,0.519791134,82.05,7,1,5,TRUE,51107480,0.498134695,51360203,1,0.15625,1
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c3c(Oc4c(F)ccc(N(C)C)c4Cl)nccc3c2)c1=O,51423567,0.4,-8.129257687,-11.93938946,569.943,5.0748,3.86169139,0.29593418,94.64,9,1,8,TRUE,645092,0.545342922,51423567,1,0.125,1
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c3c(Oc4c(F)ccc(OCCOC)c4Cl)nccc3c2)c1=O,51423566,0.41,-8.746469567,-11.69134524,600.953,5.034,3.797964758,0.188508152,109.86,10,1,11,TRUE,578597,0.535264995,51423566,1,0.115384615,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4Cl)c(=O)c3cc2F)c1=O,1226106,0.418,-7.419086781,-13.71912196,456.905,3.7662,2.915841463,0.49536341,82.05,7,1,5,TRUE,51107480,0.503521127,1226106,1,0.168421053,1
CCn1c(CO)nn(-c2cc3c(C(C)C)nn(-c4c(F)cccc4Cl)c(=O)c3cc2F)c1=O,1226043,0.433,-7.902335644,-13.40435876,475.883,3.3003,3.064047199,0.477650861,94.94,8,1,5,TRUE,795460,0.574683809,1226043,1,0.206521739,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)cccc4F)c(=O)c3cc2F)c1=O,1226058,0.435,-7.302606287,-13.79277979,454.477,3.56032,3.073525661,0.500033693,82.05,7,1,5,TRUE,795451,0.563197403,1226058,1,0.117647059,1
C=C(C)c1cn(-c2ccccc2OC)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226072,0.444,-7.381232408,-13.11673942,450.47,3.0311,2.971708839,0.487681388,91.28,8,1,6,TRUE,795443,0.57473511,1226072,1,0.141509434,1
Cc1ccccc1-n1nc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cc2c1=O,1121376,0.45,-8.127121418,-11.93489653,434.515,4.58452,2.915174474,0.510128904,72.94,6,1,4,TRUE,51107485,0.53103986,1121376,1,0.1875,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccc(F)cc4C)c(=O)c3cc2F)c1=O,1226053,0.459,-7.839150197,-14.17511608,454.477,3.56032,2.969273353,0.500033693,82.05,7,1,5,TRUE,CHEMBL3985555,0.502472799,1226053,1,0.131313131,1
CCn1c(CO)nn(-c2nc3c(C(C)C(F)(F)F)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O,1226027,0.464,-7.879274161,-14.06883078,491.445,3.35862,3.67616013,0.432334833,94.94,8,1,5,TRUE,50748338,0.512864494,1226027,1,0.165048544,1
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc(C(C)O)n(C)n3)c(F)cc2c1=O,1121375,0.48,-9.007909897,-13.11562355,420.488,4.41042,3.290055462,0.530785157,72.94,6,1,4,TRUE,50382207,0.51920966,1121375,1,0.148148148,1
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,51370187,0.48,-9.376699076,-10.63561613,375.374,5.85362,2.059619229,0.488340807,50.19,2,1,3,TRUE,CHEMBL3924809,0.539441677,51370187,1,0.220779221,1
Cc1cn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1C(C)(C)O,1121394,0.5,-9.487772813,-12.83049213,517.882,5.92162,3.456138226,0.397868326,76.38,5,2,6,TRUE,1156173,0.524253394,1121394,1,0.100840336,1
CN(C)c1cccc(-c2c(F)cc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2F)c1,51338205,0.5,-9.427166436,-8.210157067,430.414,4.0539,2.67997405,0.432005272,68.09,6,0,3,FALSE,558647,0.628898931,51338205,1,0.092783505,1
Cc1n[nH]c(Cl)c1-n1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cc2c1=O,1121378,0.51,-10.4649206,-11.24224173,457.937,4.56602,3.41626854,0.469627636,88.73,6,2,4,FALSE,558932,0.520003942,1121378,1,0.193877551,1
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cn(C)c(C(C)O)n3)c(F)cc2c1=O,1121373,0.51,-8.363281845,-12.73092594,419.5,5.01542,3.273589942,0.505524345,60.05,5,1,4,TRUE,675616,0.486488783,1121373,1,0.087378641,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4C(F)F)c(=O)c3cc2F)c1=O,1226094,0.528,-7.578982317,-13.92250783,472.467,4.0504,3.106786551,0.459149609,82.05,7,1,6,TRUE,795460,0.573590381,1226094,1,0.144329897,1
C=C(C)c1cn(-c2c(C)cccc2F)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226062,0.562,-8.484492451,-13.93092197,452.461,3.47002,3.15805643,0.502839447,82.05,7,1,5,TRUE,795460,0.584927598,1226062,1,0.154639175,1
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cc2c1=O,1121369,0.57,-8.371823144,-12.7444612,434.515,4.58452,2.944945297,0.510128904,72.94,6,1,4,TRUE,50382207,0.508568368,1121369,1,0.168224299,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(C)ccc4C)c(=O)c3cc2F)c1=O,1226064,0.58,-8.039440708,-13.75814779,450.514,3.72964,2.949645661,0.502380575,82.05,7,1,5,TRUE,795460,0.564898128,1226064,1,0.132653061,1
CCn1c(CO)nn(-c2nc(OC(C)C(F)(F)F)c3c(Oc4c(F)cccc4Cl)nccc3c2F)c1=O,51423570,0.59,-10.09997328,-14.08577926,545.852,4.5429,3.901041067,0.339943359,104.29,9,1,7,TRUE,708929,0.534551852,51423570,1,0.185185185,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cc(F)ccc4C)c(=O)c3cc2F)c1=O,1226056,0.605,-8.042157396,-14.08815847,454.477,3.56032,2.974967199,0.500033693,82.05,7,1,5,TRUE,CHEMBL3906538,0.501309635,1226056,1,0.144329897,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)cnc(OC)c4Cl)c(=O)c3cc2F)c1=O,1226050,0.617,-7.047722664,-12.97925225,501.946,3.47822,3.362675196,0.433561211,104.17,9,1,6,TRUE,795451,0.546024701,1226050,1,0.09009009,1
CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4ccccc4C)c(=O)c3cc2F)c1=O,1226129,0.623,-7.226519749,-13.69213397,437.475,2.81622,3.0317794,0.518130423,94.94,8,1,5,TRUE,50748338,0.497128954,1226129,1,0.16,1
C=C(C)c1cn(-c2ccccc2C)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12,1226004,0.634,-8.584946145,-13.10695022,416.481,3.19182,2.836682594,0.541725306,82.05,7,1,5,TRUE,51107485,0.494756263,1226004,1,0.153061224,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4C(F)(F)F)c(=O)c3cc2F)c1=O,1226092,0.669,-9.841133884,-13.96196641,490.457,4.1316,3.037251229,0.426794262,82.05,7,1,5,TRUE,51107485,0.524102661,1226092,1,0.158415842,1
Cc1n[nH]c(Cl)c1-n1cc(C(C)C)c2cc(-c3nc(C(C)(C)O)n(C)n3)c(F)cc2c1=O,1121379,0.71,-5.896203261,-11.31938703,458.925,3.96102,3.453530794,0.481630821,101.62,7,2,4,FALSE,CHEMBL3982626,0.520714785,1121379,1,0.175824176,1
C=C(C)c1cn(-c2ccccc2Cl)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12,1226003,0.724,-7.576846328,-12.97801301,436.899,3.5368,2.867704419,0.518472008,82.05,7,1,5,TRUE,795460,0.563792555,1226003,1,0.170212766,1
C=C(C)c1cn(-c2ccccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226035,0.746,-7.765698331,-13.71362177,434.471,3.33092,2.971976603,0.522448501,82.05,7,1,5,TRUE,795443,0.569489066,1226035,1,0.18,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)n[nH]c4Cl)c(=O)c3cc2F)c1=O,1226020,0.764,-6.241085873,-12.08291488,460.897,2.79772,3.387581371,0.475483056,110.73,8,2,5,FALSE,795443,0.558230052,1226020,1,0.12037037,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4ccccc4OC)c(=O)c3cc2F)c1=O,1226084,0.772,-7.461826756,-12.95576525,452.486,3.1214,2.888106979,0.48545435,91.28,8,1,6,TRUE,795443,0.573911266,1226084,1,0.142857143,1
CCn1c(CO)nn(-c2cc3c(C(C)C)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O,1226042,0.778,-8.5881182,-13.35187955,437.475,2.81622,2.892507547,0.518130423,94.94,8,1,5,TRUE,50382207,0.499686689,1226042,1,0.146788991,1
CCc1cnc(-n2nc(OC(C)C)c(Oc3c(F)cccc3F)c2C)nc1,CHEMBL3409491,0.7943,-5.948405375,-10.39378337,374.391,4.39082,2.827895193,0.640295751,62.06,6,0,6,TRUE,558720,0.507659675,CHEMBL3409491,1,0.12345679,1
C=C(C)c1cn(-c2c(C)cnc(OC)c2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226051,0.836,-5.569457211,-12.27858104,499.93,3.38792,3.442756978,0.435884982,104.17,9,1,6,TRUE,669311,0.490148425,1226051,1,0.220183486,1
C=C(C)c1cn(-c2c(Cl)cccc2Cl)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12,1225997,0.839,-7.867555858,-13.09399468,471.344,4.1902,3.001297407,0.473460453,82.05,7,1,5,TRUE,795460,0.603783611,1225997,1,0.159574468,1
CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4ccccc4OC)c(=O)c3cc2F)c1=O,1226119,0.885,-7.841458816,-12.91106045,453.474,2.5164,3.029540116,0.481171833,104.17,9,1,6,TRUE,795460,0.573324971,1226119,1,0.138613861,1
CCC(C)c1cn(-c2c(F)cccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226037,0.907,-7.711630226,-14.35613304,488.922,4.2954,3.553749176,0.438603747,82.05,7,1,6,TRUE,795460,0.574420037,1226037,1,0.20212766,1
C=C(C)c1cn(-c2cc(C)ccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226032,0.917,-8.490677342,-13.72723874,468.916,3.98432,3.067662584,0.479972282,82.05,7,1,5,TRUE,795460,0.557968046,1226032,1,0.151515152,1
C=C(C)c1cn(-c2cc(F)ccc2F)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226061,0.946,-8.586392669,-13.7805642,456.424,3.3007,3.095731815,0.499771048,82.05,7,1,5,TRUE,795460,0.562827774,1226061,1,0.111111111,1
CCn1c(CO)nn(-c2ccc3c(=O)n(-c4c(Cl)cccc4Cl)cc(C4(C)CC4)c3c2)c1=O,1225996,0.965,-8.131859606,-13.92709918,485.371,4.2086,3.112136227,0.459420158,82.05,7,1,5,TRUE,795460,0.602689741,1225996,1,0.15625,1
NCCO.O=C(O)c1[nH]c(=O)[nH]c(=O)c1CCc1ccc(-c2ccccc2)cc1,50555327,0.97,-9.446397246,-10.60856153,397.431,1.151,2.354101652,0.421131237,149.27,5,5,6,TRUE,50082665,0.527572884,50555327,1,0.08045977,1
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl,1020381,1,-9.800315814,-13.77064892,490.938,5.1216,3.273286592,0.498248046,78.15,6,1,7,TRUE,51111947,0.562724362,1020381,1,0.111111111,1
Cc1nc2c(C(=O)O)cc(-c3ccc(-n4c(C)ccc4C)cc3)cc2[nH]1,51390146,1,-6.962783805,-8.86647404,345.402,4.64406,2.423566265,0.567895104,70.91,3,2,3,FALSE,50082577,0.531320575,51390146,1,0.094117647,1
Cc1nc2c(C(=O)O)cc(-c3c(F)c(F)c(-c4ccc(CN5CCCC(F)(F)C5)cc4)c(F)c3F)cc2[nH]1,51390144,1,-7.992654074,-13.01081348,533.472,6.69102,3.090128934,0.221600441,69.22,3,2,5,TRUE,1132994,0.535275535,51390144,1,0.192307692,1
Cc1nc2c(C(=O)O)cc(-c3c(F)c(F)c(-c4ccccc4)c(F)c3F)cc2[nH]1,51390143,1,-8.941596477,-9.57381954,400.331,5.45992,2.656224729,0.354546367,65.98,2,2,3,TRUE,669143,0.533900041,51390143,1,0.115789474,1
Cc1nc2c(C(=O)O)cc(-c3ccc(-c4ccccc4CN4CCCC4)cc3)cc2[nH]1,51390142,1,-8.069077928,-9.267824383,411.505,5.49932,2.320379088,0.454980062,69.22,3,2,5,TRUE,488710,0.538148743,51390142,1,0.163043478,1
Cc1cccc(-c2ccc(-c3cc(C(=O)O)c4nc(C)[nH]c4c3)cc2)c1,51390141,1,-8.671034879,-8.441983511,342.398,5.21194,2.159903918,0.536807955,65.98,2,2,3,TRUE,CHEMBL3924809,0.526166902,51390141,1,0.168831169,1
CCCn1c(C(=O)O)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,972683,1,-9.518595427,-13.45316688,548.852,4.6557,3.471069246,0.39583952,115.45,7,2,8,TRUE,646385,0.520781344,972683,1,0.234234234,1
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,1020452,1,-10.08373718,-13.27425485,478.446,4.39972,3.20673179,0.551796571,78.15,6,1,5,TRUE,351299,0.568301739,1020452,1,0.142857143,1
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)c1ccccc1,1020626,1,-9.436563152,-14.03605737,486.547,5.21012,3.028725005,0.405891346,78.15,6,1,6,TRUE,651513,0.560190267,1020626,1,0.1875,1
Cc1cc(Oc2ccccc2)c(C(C)C)cc1-c1cc(C(=O)O)c2cc(F)ccc2n1,51064004,1,-8.636976734,-6.633001909,415.464,6.96322,2.26522625,0.382567349,59.42,3,1,5,TRUE,558813,0.545538938,51064004,1,0.128712871,1
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1c(C)cccc1F,972464,1,-9.882671068,-12.62073292,458.509,4.53972,3.244502578,0.537674677,78.15,6,1,8,TRUE,644807,0.531633963,972464,1,0.216981132,1
COc1ccccc1-c1c(F)c(F)c(NC(=O)c2ccsc2C(=O)O)c(F)c1F,CHEMBL199361,1,-11.16789012,-9.913332886,425.359,4.9306,2.574023247,0.449043242,75.63,4,2,5,TRUE,50387987,0.592076967,CHEMBL199361,1,0.139534884,1
C=C(C)c1cn(-c2ccccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)nc12,1226021,1.01,-7.945225955,-13.33353076,435.459,2.72592,3.099177127,0.520194803,94.94,8,1,5,TRUE,795460,0.562354682,1226021,1,0.151515152,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4nc(OC)ccc4Cl)c(=O)c3cc2F)c1=O,1226038,1.09,-6.165437671,-9.500176067,487.919,3.1698,3.16962278,0.447739786,104.17,9,1,6,TRUE,51107458,0.444636529,1226038,1,0.12037037,1
CCn1c(CO)nn(-c2nc3c(C(C)C)cn(-c4ccccc4C(F)F)c(=O)c3cc2F)c1=O,1226127,1.13,-9.137869072,-13.90665771,473.455,3.4454,3.245178115,0.463018276,94.94,8,1,6,TRUE,CHEMBL3906538,0.518584737,1226127,1,0.164948454,1
C=C(C)c1cn(-c2c(F)cccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)nc12,1226024,1.15,-7.969204002,-14.36437302,473.867,3.21,3.296385661,0.480040071,94.94,8,1,5,TRUE,795443,0.587048722,1226024,1,0.184466019,1
CCn1c(CO)nn(-c2cc3c(C(C)C(F)(F)F)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O,1226046,1.15,-8.597278311,-14.59499046,491.445,3.35862,3.585320615,0.432334833,94.94,8,1,5,TRUE,795460,0.544484702,1226046,1,0.166666667,1
C=C(C)c1cn(-c2cccc(F)c2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226075,1.19,-8.421368379,-13.63911141,452.461,3.47002,3.104481045,0.502839447,82.05,7,1,5,TRUE,795460,0.559841535,1226075,1,0.166666667,1
COc1cc(-n2cc(C(C)C)c3cc(-c4nc(C(C)(C)O)n(C)n4)c(F)cc3c2=O)c(C)cn1,1121388,1.2,-4.618704661,-11.87090697,465.529,3.98812,3.224407347,0.478970867,95.06,8,1,5,TRUE,CHEMBL3924809,0.468483482,1121388,1,0.132653061,1
COc1cc(-n2cc(C(C)C)c3cc(-c4cn(C)c(C(C)(C)O)n4)c(F)cc3c2=O)c(C)cn1,1121387,1.2,-6.402551587,-11.32908812,464.541,4.59312,3.18957524,0.46708596,82.17,7,1,5,TRUE,CHEMBL3982626,0.504220219,1121387,1,0.161290323,1
Cc1ccccc1-n1cc(C(C)C)c2cc(-c3cn(C)c(CO)n3)c(F)cc2c1=O,1121370,1.2,-7.899533354,-12.1929769,405.473,4.45442,2.81795596,0.545541895,60.05,5,1,4,TRUE,50748315,0.509056244,1121370,1,0.175257732,1
CCCC(C)Oc1cc(-n2nc3ccccn3c2=O)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1,1020610,1.2,-11.68560521,-13.4300045,502.468,5.4628,3.151558027,0.34054727,77.63,6,1,7,TRUE,648757,0.557034556,1020610,1,0.203703704,1
O=C(Nc1c(F)c(F)c(-c2ccccc2)c(F)c1F)c1c(O)nn2ccccc12,50990483,1.2,-11.10344772,-12.24743886,401.319,4.5156,2.705647828,0.392034684,66.63,4,2,3,TRUE,667074,0.56924325,50990483,1,0.160493827,1
Cc1ccccc1-n1ncc2c1CCCC2NC(=O)c1noc2c1CCCC2,51334975,1.2,-10.76230096,-11.08312021,376.46,3.85492,3.081357895,0.753404112,72.95,5,1,3,TRUE,558913,0.572184685,51334975,1,0.132653061,1
O=C1c2ccccc2C(=O)c2c1nnn2-c1cc(F)c(-c2cc(CO)ccc2F)c(F)c1,51338206,1.2,-10.3212505,-8.610809484,435.361,3.6193,2.744517127,0.468041925,85.08,6,1,3,FALSE,51399397,0.59567637,51338206,1,0.214285714,1
O=C1c2ccccc2C(=O)c2c1nnn2-c1cc(F)c(-c2cccc(CO)c2)c(F)c1,51338202,1.2,-9.64665011,-8.347890663,417.371,3.4802,2.634391641,0.485912552,85.08,6,1,3,FALSE,50082658,0.626323932,51338202,1,0.178571429,1
C=C(C)c1cn(-c2cc(OC)ccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226036,1.21,-8.150459904,-13.16782969,484.915,3.6845,3.066142879,0.450517515,91.28,8,1,6,TRUE,795460,0.569056834,1226036,1,0.13592233,1
CCc1ccccc1-n1cc(C(C)C)c2cc(-n3nc(CO)n(CC)c3=O)c(F)cc2c1=O,1226078,1.21,-7.966898648,-13.62303023,450.514,3.6752,2.938754993,0.485960289,82.05,7,1,6,TRUE,795460,0.565060365,1226078,1,0.147368421,1
C=C(C)c1cn(-c2c(F)cccc2Cl)c(=O)c2ccc(-n3nc(CO)n(CC)c3=O)cc12,1225994,1.29,-7.697811231,-13.20054231,454.889,3.6759,3.042697407,0.498484473,82.05,7,1,5,TRUE,795460,0.599119888,1225994,1,0.20212766,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(C4CCCC4C)c(=O)c3cc2F)c1=O,1226115,1.32,-10.70199591,-12.64531475,428.508,3.4847,3.774849332,0.674537851,82.05,7,1,5,TRUE,795466,0.552860363,1226115,1,0.132653061,1
CCn1c(CO)nn(-c2cc3c(C(C)C)cc(-c4ccccc4C)c(=O)n3cc2F)c1=O,1121399,1.33,-8.110096947,-13.52913082,436.487,3.39702,3.013574854,0.519991462,81.53,7,1,5,TRUE,795460,0.542232356,1121399,1,0.157894737,1
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)NO,51370197,1.4,-11.42874487,-9.146060639,390.389,5.27442,2.214581432,0.369818254,62.22,3,2,3,TRUE,766090,0.558839392,51370197,1,0.211111111,1
Cc1ccc(Cl)c(-n2cc(C(C)C)c3cc(-c4cn(C)c(C(C)(C)O)n4)c(F)cc3c2=O)n1,1121389,1.4,-3.750261305,-11.14344198,468.96,5.23792,3.146111054,0.444342565,72.94,6,1,4,TRUE,795460,0.541289934,1121389,1,0.170212766,1
C=C(C)c1cn(-c2ccccc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,1226034,1.41,-8.239808924,-13.35907317,454.889,3.6759,3.002293386,0.498484473,82.05,7,1,5,TRUE,795460,0.567885666,1226034,1,0.178947368,1
